developer,owners
Mixel,100000
TotallyNotReptillian,100000
HUNTERS,100000
Hades Productions,100000
BadLand Games Publishing S.L.,100000
Mithis Games,100000
Hailstorm Games,100000
Zeal Game Studio,100000
ErayTek,100000
Remedy,100000
Gunsquad,100000
B-evil,100000
FOAM Entertainment,100000
Strangely Interactive Ltd,100000
Grundislav Games,100000
Grynsoft,100000
code:jp,100000
8i,100000
Z4,100000
Z4G0 and Ivan Venturi Productions,100000
House of Secrets,100000
Ellada Games,100000
Ellie's Lunchbox,100000
webgames,100000
Syberstudio,100000
Swordtales,100000
Elliott Marc Jones,100000
Switchblade Monkeys Entertainment,100000
8th Floor Games,100000
"Strawberry Game Studios, LLC",100000
RichMakeGame,100000
Blue Omega Entertainment,100000
Trav Nash,100000
Trauma,100000
Black Rock Studio,100000
Niek Oosterbaan,100000
"Emerson Design, Inc.",100000
Time Gap Studio,100000
Trashmasters,100000
Nifflas' Games,100000
Modesty,100000
eduweb,100000
ecoddr,100000
Emily Carroll,100000
"FOO VR, Inc.",100000
FNGames,100000
Grip Digital,100000
Everglow Interactive Inc.,100000
Nils Jakrins,100000
Mirinae,100000
"Mindshow, Inc.",100000
Bacon Wrapped Games,100000
Eugene Chung,100000
Mirball Games,100000
Eurocom,100000
Submersivo Game Studio,100000
RAV3 Interactive,100000
Bacon Bandit Games,100000
Retora Games,100000
Subworld,100000
Evan Szymanski,100000
Blam! Games,100000
Everguild Ltd.,100000
BS1 & BSL Team,100000
Adam Murgittroyd,100000
Everlasting Fantasy,100000
Zaratustra Productions,100000
Minus2,100000
Sunfleck Software,100000
Sunfire Software,100000
Sujin Ri,100000
Hardcore Studio,100000
ExDream GmbH,100000
ExDevs LTD,100000
Sumo Digital Ltd,100000
Evolutionary Games,100000
Suncrash,100000
SunRay Games,100000
Renamilanesi,100000
Ezekiel Rage,100000
Half Full Nelson,100000
dobro_slon,100000
Halfbrick Studios Pty Ltd,100000
Halfbus,100000
Heuristic Park,100000
FIRST_UKRAINIAN,100000
HeroCraft Krasnodar,100000
doublesix,100000
Torched Hill,100000
dadako,100000
wind,100000
Milky Tea Studios,100000
Henrique Pegacha,100000
Millenium Project Enterprises,100000
Top Shelf Studios,100000
Hempuli Oy,100000
Bloodirony,100000
Super Mega Team,100000
"Blackthorn Media, Inc.",100000
RCG,100000
HelloEnjoy,100000
winterworks GmbH,100000
夢かき屋,100000
HellconX© Studio's,100000
Misc Games,100000
RC Knight,100000
Super Punk Games,100000
Zaxis Games,100000
Heavy Iron Studios,100000
Mindful Mammoth,100000
Demik Technology,100000
Ezzat Studios,100000
Synaptic Insight Technology Systems,100000
Huge Robot,100000
Dubrovkin Sergei,100000
Theory Georgiou,100000
OPQAM,100000
E-Studio,100000
Born Ready Games,100000
Glyph Worlds,100000
GlyphX Games,100000
Flo Knödl,100000
Gnarled Scar Manipulations,100000
ONE MORE LEVEL,100000
上海杜昂网络科技有限公司,100000
Netdragon Websoft Inc,100000
Talawa Games,100000
上海班图网络科技有限公司,100000
Red Nettle Studio,100000
Red Redemption,100000
GoeX GameS,100000
Tuque Games,100000
Flat Software,100000
byolivierb,100000
Rafael Lima,100000
Icy Studios,100000
Flat Cat Games,100000
vextro,100000
GoldFire Studios,100000
ESAT,100000
Flashbulb,100000
Meteorise,100000
Steelehouse VR Studios,100000
Neversoft,100000
ODD Games,100000
EVERYDAYiPLAY,100000
E McNeill,100000
Mermaid VR Inc.,100000
Ice Flames,100000
Red Moon Studio,100000
The Strangers,100000
Gl33k,100000
Inception Soft,100000
Mekiwi,100000
Glacicle,100000
Flying Panjandrum,100000
Flying Mollusk,100000
Battlecruiser Games,100000
zha7,100000
Fly System,100000
Dunderware,100000
Tamasenco,100000
Imperia Online JSC,100000
一次元创作组,100000
Access Games,100000
Glowforth,100000
Talpel Games,100000
Mothership Entertainment LLC,100000
Immersive VR Limited,100000
Mostly Tigerproof,100000
Ziga Games,100000
"Nerve Software, Gearbox Software, LLC",100000
TheBlavas,100000
usanik,100000
TheDreik,100000
Borrowed Light Studios,100000
Image Space Incorporated,100000
Mercator,100000
Turning Wheel LLC,100000
Merixgames,100000
Bootsnake Games,100000
Agar3s,100000
Z-Man Games,100000
PuzzleRoo,100000
中三之家,100000
Eden Games,100000
Michael Hütter,100000
Avidly Wild Games,100000
I Sioux Game Productions B.V.,100000
Steppe Hare Studio,100000
HyperSloth,100000
TERC,100000
RedRuins Softworks,100000
Stickmen Studios,100000
epic dreams,100000
Great Cogs,100000
"Tricol Co., Ltd.",100000
Great War Team,100000
Tricktale,100000
Purple Lamp Studios,100000
Baobab Studios Inc.,100000
Bogdan Sychkov,100000
"Black Chicken Studios, inc.",100000
Sting,100000
Monogon Games,100000
Ntroy LTD,100000
Bane Games,100000
Ekrcoaster,100000
Three Gates AB,100000
Bandit-1,100000
Awfully Nice Studios,100000
Mono Studio,100000
T3Entertainment,100000
8bit,100000
IF Studios,100000
Finn Sinclair,100000
EXOR Studios,100000
Easy Day Studios Pty Ltd,100000
ThinMatrix,100000
Golden Game Barn,100000
Acclaim Studios Teeside,100000
New Bridge Games,100000
TURBOGUN,100000
Bartosz Zajkowski,100000
Youda Games Holding B.V.,100000
Goodby Silverstein and Partners,100000
Zeroscale,100000
Earthbound Games Ltd.,100000
Stegosoft Games,100000
Firstborn Games,100000
Eastshade Studios,100000
Thomas Bacon,100000
Fireroot Studios,100000
Nuno Guerreiro,100000
Firemint,100000
AutoAttack Games,100000
Baroque Decay,100000
Moonlite Software,100000
TNT Team,100000
Nyamyam,100000
Moonlight Mouse,100000
Avalanche Publishing,100000
ILLUSION,100000
TrisPix Studio,100000
Thomas Kern,100000
THREE ONE ZERO,100000
Fire Face Corporation,100000
ALTAR Interactive,100000
Tomorrow Arts,100000
"Oh, a Rock! Studios",100000
Sarepta studio,100000
Pine Studio,100000
3D Avenue,100000
"WXP Games, LLC",100000
Coreedge Inc,100000
CyberLight Game Studio,100000
West Forest Games,100000
DarkShot Studios,100000
CorePunch Gamestudio,100000
Skyshine Games,100000
Manipulation Machine,100000
"Joyloft Co., Limited",100000
rojekti,100000
Alexandr Kataev,100000
Vector Unit,100000
Manuel Pazos,100000
LVGameDev LLC,100000
Little Big MMO,100000
"Pentadimensional Games, SL",100000
Corbie Games,100000
Darkworks,100000
José Fernando Gracia,100000
CyberConnect2,100000
SEA - EYE GS,100000
C.I.N.I.C. Games,100000
Chris Johnson,100000
Smartbig Corportion,100000
C3SK,100000
Dapper Penguin Studios,100000
Apocoplay LLC,100000
314 Arts,100000
X1 Software,100000
Voltornas Games,100000
White Rabbit,100000
KranX Productions,100000
Sabotage,100000
Pixwerk,100000
Siege Games,100000
Annaliese Bevan,100000
Skyboy Games,100000
PokerStars Mobile Limited,100000
SkyVu,100000
Vendel Games,100000
Dark Polygon Ltda.,100000
Cornfox & Brothers,100000
Willz,100000
WizarBox Production,100000
Chris Larkin,100000
Cyberith GmbH,100000
Alex Olinkiewicz,100000
Scientifically Proven,100000
Sergey Domashenkin,100000
Mad Ram Software,100000
Pirozhok Studio,100000
Marcos Arroyo,100000
Altay Workshop,100000
Caged Element Inc.,100000
Seona Lee,100000
Jordan Allen,100000
阿正不经,100000
Mad Fellows,100000
JoongWon Games,100000
Pin-Point,100000
Rotateam,100000
"Wisdom Tree, Inc.",100000
Penrose Studios,100000
Curious Panda Games,100000
David Lobser,100000
Walt Disney Studios,100000
Vitaliy Ruzankin,100000
Altar Interactive,100000
Culture Attack Studio,100000
Lucky VR Inc.,100000
Caipirinha Games,100000
Marginal act,100000
ChimpLabs,100000
1C-Avalon,100000
Marco Tancredi,100000
Waterlily Games,100000
Appnormals Team,100000
Byting Games,100000
Shark Punch,100000
XII Games,100000
Cabygon,100000
Mad Orange,100000
蘇州大禹網絡科技有限公司,100000
Mad Labyrinth Studios LLC,100000
"Marauder Interactive, LLC",100000
Alex Danilow,100000
Slikey Games,100000
WeShare Game Studio,100000
LaboRatStudio,100000
Marcelo Barbosa,100000
Pastagames,100000
David Amador,100000
Clara Lehenaff,100000
Slug Disco Studios,100000
ChaoYe Liu,100000
Shugasu GmbH,100000
Class of  2016-2017,100000
Life Forge Team,100000
Danstarr13,100000
Coronado Games,100000
"WaveVR, Inc.",100000
Light Vision Interactive,100000
Wevr Inc,100000
Villainous  Games,100000
MGAME Corporation,100000
CP Decision,100000
Phenomenon Games,100000
Winch Gate Property Limited,100000
Cauldron,100000
Daedalic Studio West,100000
Patryk Taranek,100000
Ruskija game experience,100000
Shadie Hijazi,100000
Permafrost Studio,100000
practicing01,100000
Cococucumber,100000
Permadeath,100000
Kedronic UAB,100000
Phigames,100000
Ciaran Mooney,100000
Wet Girl,100000
Vigilant Addiction Studios,100000
Wyse Games,100000
KR Games,100000
DVS,100000
Kai van Ommeren,100000
DTP,100000
Kaigan Games OÜ,100000
Crankshaft Games,100000
Crankage Games,100000
WindThunder Studio,100000
SEROSOO,100000
Silverlode Interactive,100000
Perfectly Paranormal,100000
Lightmare Studio,100000
Playrise Digital Ltd.,100000
Viperante,100000
stealth.gg,100000
DEXINT GAMES,100000
Simon Eberl,100000
Simon Roth,100000
DOG HOGGLER,100000
Simple Blue,100000
Code Force,100000
Kumobius,100000
Magicbane,100000
離水三尺工作室,100000
"Vrideo, Inc.",100000
Pixellore,100000
Plukit,100000
Lukas Schönwiese,100000
Creat Studios,100000
Cygnus Studios,100000
Christoph Müller,100000
艺龙游戏,100000
Sketchy Logic,100000
Virtys,100000
Schrolab,100000
Vovoid Media Technologies AB,100000
Owlet,100000
Another Story,100000
Lukas Jaeckel,100000
LEAP Game Studios,100000
Saucer Software,100000
Damian Sommer,100000
Pixel Gangsta Studio,100000
Alex Rose,100000
苏州大禹网络科技有限公司,100000
SEEP,100000
People Can Fly,100000
Kevin van Huit,100000
Pinkerton Road Studio,100000
Just A Pixel Ltd.,100000
LIV Inc,100000
Apoapsis Studios,100000
Piotr Bunkowski,100000
PlayWay SA,100000
SGTTB_Studios,100000
Oxymoron Games,100000
SG Data,100000
SGS,100000
Major Games,100000
Pipeworks Studios,100000
Cinemaware,100000
PD Design Studio,100000
"MAMMOSSIX Co., Ltd.",100000
mangamengine,100000
Ryan Jensen,100000
Madmind Studio,100000
Leaning Tower Studio,100000
"Vicious Cycle Software, Inc.",100000
Makoto Sanada,100000
KEXBOY,100000
D'Avekki Studios Ltd,100000
Whiskeybarrel Studios,100000
Runewaker Entertainment,100000
Phaedruns,100000
Skandivania Games,100000
L3O Interactive,100000
Daniel Celemín,100000
SDEnterNET,100000
"COLOPL, Inc.",100000
XR Team,100000
Wild Arts LLC,100000
John Kolbek,100000
"Well Played Studio, Inc",100000
Kiro'o Games,100000
Shenzhen BeanVR Technology Co.Ltd,100000
Snails Animation,100000
Burian Media Enterprises,100000
Sedat Bilen,100000
Snowed In Studios,100000
Shining Pixel Studios,100000
Wild Factor,100000
Burning Daylight Team,100000
Laser Dog,100000
MURA Interactive,100000
Arberth Studios,100000
Crocodile Entertainment,100000
Play Cute,100000
Consala Games,100000
Jimmy Maidens,100000
Laura Shigihara,100000
JimJams Games,100000
Roman Anatolevich,100000
Pelican Party Studios,100000
Last BeNeVoLeNcE,100000
Llamasoft LTD,100000
Shindenken,100000
Luxorix Games,100000
S'Games,100000
MP Game Studios,100000
Snapshot Games Inc.,100000
Cube Roots,100000
Angel Iliev Hrisimov,100000
Cantaloupe Kids,100000
Sakari Indie & GriN,100000
Wild Wolf Std,100000
Kiwiforge,100000
Parallel Space Inc,100000
rdein,100000
XeniosVision,100000
Sakari Indie,100000
Cloaz Studio,100000
Lavaboots Studios,100000
1939 Games,100000
Orlyapps,100000
OrionSoft,100000
Johannes Fischer,100000
Parallaxian Pty Ltd,100000
VRkiwi,100000
Plaisir Nzuzi,100000
Shoho Games,100000
Oryon Entertainment,100000
Martijn de Vree,100000
Kite Games,100000
Andreas Hager Gaming,100000
Cherry Co. Studios,100000
Conatus Creative Inc.,100000
Wasatch Games,100000
Chaosoft Games,100000
PomPom,100000
Self Made Miracle,100000
Sherman3D,100000
Shawn Beck,100000
WarpFrog,100000
Apus Software,100000
Wesley Kroon,100000
SoftLab-NSK,100000
David Stark,100000
Pavo Studio,100000
Aleksander Ciesielski,100000
khos85,100000
Wang Liwen,100000
Lycanic Studios,100000
Valhalla Cats,100000
onebitbeyond,100000
Lunar Giant,100000
Jon Sudbury Games,100000
Delphine Software,100000
Will Sykes Games,100000
Casual Labs,100000
AlphaSoft LLC,100000
Alessandro Guzzo,100000
Lazy Bum Games,100000
Polymorph Games,100000
Valkeala Software,100000
Colosse Team,100000
William Cheek,100000
Shovsoft,100000
JetCat Games,100000
Vitor Pêgas,100000
Vladimir Soldatov,100000
Dawntrail Entertainment,100000
Cross Eaglet,100000
Campfire Games,100000
Softwaves,100000
WaterMelon,100000
Bulbware,100000
Defroids,100000
All Seeing Eye Games,100000
Jon Kerney,100000
Construct Studio,100000
Camshaft Software,100000
Sohyeon Jeon,100000
Rooted Concepts,100000
Softwaves Mini,100000
Garage Games,90000
Jake Olson,90000
EcoGames,90000
Blueteak,90000
Icarus Games,90000
Keybol,90000
Ambiera,90000
Mana Games,90000
IV Productions,90000
Bean Boy Games,90000
Storm in a Teacup,90000
Argus Games,90000
Apillo,90000
Flat Earth Games,90000
i273 LLC,90000
ATC Games,90000
Buka Development,90000
Blindflug Studios AG,90000
UA Games,90000
IPACS,90000
LeonWaan Games,90000
The Light Sword Team,90000
Daniel Fernandez Chavez,90000
Gogii,90000
DevilishGames,90000
Hype ProductionZ,90000
Jason Rohrer,90000
BigBlaze Games,90000
Paul Bird,90000
Insane Dreamers,90000
Goblinz Studio,90000
Pirate Games,90000
Michael L. Fiorentino Gutierrez,90000
Psytec Games Ltd,90000
WnMStudio,90000
致意,90000
Turnopia,90000
Gaugepunk Games,90000
Last Day Of Work,90000
Planet Moon Studios,90000
Turbo Button,90000
Tall James Games,90000
Experience Inc.,90000
Casual Brothers,90000
"MicroProse Software, Inc.",90000
Impromptu Games,90000
Juvty Worlds Ltd.,90000
OctoBox Interactive,90000
Reality Twist GmbH,90000
Lorenzo Games,90000
Atapki,90000
Nathan Meunier,90000
Targon Studios,90000
GreatherGames,90000
Lemondo Games,90000
Angry games,90000
Stirfire Studios,90000
The Secret Pie,90000
BadWolf Games,90000
Crazysoft Limited,90000
Heartomics,90000
Blackturn Ltd,90000
Whalebox Studio,90000
Useless Machines,90000
A Crowd of Monsters,90000
Barry McCabe,90000
Dmitriy Uvarov,90000
Flying Islands Team,90000
疯王子,90000
Machine 22,90000
Curse Box Studios,90000
Flyleap Studios,90000
isTom Games Kft.,90000
React Games,90000
No Bull Intentions,90000
Team2Bit,90000
Uncle Frost Team,90000
Liar-soft,90000
Artem Kotov,90000
Caffeine,90000
Glass Knuckle Games,90000
Black Side,90000
Crian Soft,90000
Alekseev,90000
Hollowings,90000
Fantasia Studio,90000
iNFINITE Production,90000
Spilt Milk Studios Ltd,90000
Stranga,90000
Strong Cube,90000
Rafael Farias,90000
Yang Sun,90000
Futuretown,90000
SIGONO INC.,90000
GameChanger Studio,90000
Byzantine Games,90000
Game Cooks,90000
Timedrop Studios,90000
1C Wireless,90000
aburasobabiyori,90000
Artalasky,90000
JOZGames,80000
Childish Things,80000
StudioGIW,80000
Strategic Designs Ltd.,80000
Sierra Lee,80000
ByteRockers' Games,80000
Sunrise9,80000
Action Portal,80000
Artepi Corporation,80000
Phil Fortier,80000
Wenkly Studio Sp. z o.o.,80000
Joshua Keith,80000
JY Games,80000
iEntertainment Network Inc,80000
Imagitec,80000
Chickenpig Software,80000
PixelGreeds,80000
Use Your Head - Games,80000
Game Studio Abraham Stolk Inc.,80000
Sirlin Games,80000
Dima Kiva,80000
DDD Wares,80000
FeelThere,80000
XWidgetSoft,80000
Myarcadegames Studios,80000
Coldwild Games,80000
Simon Says: Play!,80000
Play Publishing,80000
Zotdinex,80000
Cult Software,80000
MyDreamForever_Old,80000
PS Games,80000
Nuts and Volts Electronics,80000
SIXNAILS,80000
GrowFall Studios,80000
KoheiGallery,80000
Virtual Bridgeworks,80000
VR Designs,80000
Endwise,80000
Graphium Studio,80000
Lunarhellgames,80000
Whalebox,80000
Polygon Art,80000
DXF Games,80000
yang1zhi,80000
Render System,80000
Triority,80000
Kenny Sun,80000
Hentai.US,80000
A Nostru,80000
SEKTOR GAMES,80000
Kodansha,80000
FurGoldGames,80000
eProdigy,80000
Studio Thug Life,80000
ZaxtorGameS,80000
Steel Wool Studios,80000
Cardboard Keep,80000
Magicvalley Studio,80000
Alder Games,80000
Schmidt Workshops,80000
净土制作室,80000
CCYY,80000
Reality Reflection,80000
EntwicklerX,80000
sakevisual,80000
Suricate Software,80000
Green-eyed Taxi,80000
KicklessGame,80000
WhiteNutGames,80000
Lantis,80000
Manif,80000
Batholith Entertainment,80000
Skyjaz Games,80000
VRotein,80000
Shenandoah Studio,80000
Hip Soft,80000
Lingtan Studio,80000
Bigosaur,80000
Arttu Tuovinen,80000
U24 Solutions,80000
N-Tri Studio,80000
VROOM,80000
Interactive Gaming Studios,80000
ATTACK MOUNTAIN,80000
木子工坊,80000
Semen Rodin,80000
Wave Light Games Inc.,80000
Circus,80000
Cyclone Studios,80000
Fürst,80000
WRF Studios,80000
Storycentric Worlds,80000
Trend Redaktions- und Verlagsgesellschaft mbH,80000
Xeneder,80000
wraithgames,80000
Aesir Interactive,80000
Recotechnology S.L.,80000
Deep Shadows Games,80000
Dead Drop Studios LLC,80000
Hardcore__Games,80000
Uri Games,80000
eiNpictures,80000
The 3DO Company,80000
VladProduction,80000
Screwy Lightbulb,70000
Stephen Crabb,70000
Flying Oak Games,70000
Mozg Labs,70000
Heart Shaped Games LLC,70000
Ken Watanabe,70000
IHM Studio,70000
MiniVisions,70000
Blazing Planet Studio,70000
Stephen Long,70000
Shrimasis Rout,70000
DEVGRU-P,70000
Sillysoft Games,70000
Fogbound,70000
Exquisite Games,70000
Leikir Studio,70000
MPS Labs,70000
No Goblin,70000
Free Range Games,70000
Cipher Hive,70000
Epiphany Games,70000
Anima Project,70000
Celery Emblem™,70000
阿达游戏,70000
Stitch Media,70000
Toxic Dog,70000
Blind Recluse,70000
PlayZilla.tk,70000
BeagleGames,70000
Ludomotion,70000
BlueGiant Interactive,70000
Trickstar Games,70000
Renato Milanesi,70000
ILIKESCIFI Games,70000
Zilby,70000
"Quicksilver Software, Inc.",70000
Flox Studios Ltd.,70000
PlayFusion,70000
Zanardi and Liza,70000
Nussoft,70000
NeoNight,70000
Freedom Factory,70000
Creatio 49,70000
Mind Flayer Studios,70000
SuckerFree Games,70000
"Harmonix Music Systems, Inc",70000
Sheer Studios,70000
Pantera Entertainment,70000
Parallax,70000
Koalabs,70000
STUDIO HG,70000
Scorpius Games,70000
Stoner Tomohito,70000
ZAR 21,70000
Virtual Playground,70000
Blue Fiddich制作组,70000
KorteGames,70000
MintBottle,70000
Sunside Inc,70000
Celeris,70000
Steve Jarman,70000
Sticky Studios,70000
Voxler Games,70000
"Lucid Sight, Inc.",70000
Leonard Menchiari,70000
Nitroplus,70000
Hyperbook Studio,70000
Peter Moorhead,70000
AdroVGames,70000
Adrian Zingg,70000
Weird and Wry,70000
Neckbolt,70000
bluffman,70000
ARES Inc.,70000
Nine Tales Digital,70000
Sundae Month,70000
Clewcat Games,70000
Triskell Interactive,70000
Alexey Roenko,70000
Pwnee Studios,70000
electrolyte,70000
Resonair,70000
MichaelArts,70000
Microprose,70000
Force Of Habit,70000
Wolf & Wood Interactive Ltd,70000
Absorb Reality,70000
Hunchback Studio,70000
Studio Snowspot,70000
Bondo Games,70000
Mad Triangles,70000
Wellore,70000
Red Limb Studio,70000
TIKIPOD,70000
Pablo Vidaurre Sanz,70000
Accolade,70000
梵天游戏,70000
Ironcode Gaming,70000
Beldarak Games,70000
"Sperasoft, Inc.",70000
Ish Games,70000
inbetweengames,70000
Five Archers Games,70000
Black Lab Games,70000
Rosyaev,70000
David Moralejo Sánchez,70000
